stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
87728,1008,Ouellette at Elliott,,42.31132,-83.035171,1,,0,,1
87744,1010,Ouellette at Erie,,42.30843199,-83.03332483,1,,0,,1
88157,1012,Ouellette at Pine,,42.30689793,-83.03233296,1,,0,,1
87790,1014,Ouellette at Giles,,42.304667,-83.030931,1,,0,,1
88051,1016,Ouellette at Montrose,,42.303677,-83.030285,1,,0,,1
87732,1018,Ouellette at Ellis,,42.301578,-83.028936,1,,0,,1
88253,1020,Ouellette at Shepherd,,42.30022227,-83.028057,1,,0,,1
87843,1022,Ouellette at Hanna,,42.298232,-83.026784,1,,0,,1
88108,1024,Tecumseh E at Ouellette,,42.29655312,-83.02405541,1,,0,,1
88004,1027,Tecumseh E at McDougall,,42.296983,-83.021652,1,,0,,1
87860,1029,Howard at Tecumseh E,,42.297252,-83.016887,1,,0,,1
87971,1031,Howard at Logan,,42.2954,-83.015875,1,,0,,1
88474,1033,Howard at Foch,,42.293651,-83.014802,1,,0,,1
88475,1036,Howard at Memorial,,42.29141114,-83.01347101,1,,0,,1
